Name	Species	Reference	Accession	Source|Version|Database|Link
PvbHLH108	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.008G158800.1|PACid:27155621	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH109	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.008G177500.1|PACid:27153937	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH110	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.008G181500.1|PACid:27153349	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH111	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.008G184800.1|PACid:27155025	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH112	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.008G196800.2|PACid:27153798	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH113	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.008G222700.1|PACid:27155659	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH114	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.008G234300.1|PACid:27155938	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH115	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.009G023500.1|PACid:27147579	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH116	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.009G033800.1|PACid:27146149	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH117	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.009G065700.1|PACid:27147819	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH118	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.009G137400.1|PACid:27148203	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH119	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.009G145800.1|PACid:27147763	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH120	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.009G149200.1|PACid:27147024	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH121	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.009G162000.1|PACid:27145733	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH122	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.009G164300.1|PACid:27146251	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH123	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.009G179600.1|PACid:27145372	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH124	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.009G183600.1|PACid:27147284	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH125	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.009G189200.1|PACid:27147163	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH126	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.009G207000.1|PACid:27146222	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH127	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.009G231600.1|PACid:27146866	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH128	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.009G235700.1|PACid:27147111	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH129	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G024800.1|PACid:27139807	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH130	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G042700.1|PACid:27141591	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH131	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G043200.1|PACid:27140191	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH132	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G043300.1|PACid:27140463	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH133	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G043400.1|PACid:27140410	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH134	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G070600.1|PACid:27141386	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH135	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G073400.1|PACid:27140296	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH136	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G114800.1|PACid:27141014	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH137	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G117900.1|PACid:27140884	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH138	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G120000.1|PACid:27139990	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH139	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G143000.1|PACid:27141424	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH140	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G158200.1|PACid:27140970	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH141	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G158300.1|PACid:27140522	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH142	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G158400.1|PACid:27141011	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH143	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G158500.1|PACid:27140192	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH144	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.010G158600.1|PACid:27140041	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH145	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.011G001800.1|PACid:27150910	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH146	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.011G026500.1|PACid:27150702	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH147	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.011G044800.1|PACid:27150673	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH148	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.011G057400.1|PACid:27151971	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH149	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.011G086200.1|PACid:27152249	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH150	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.011G119500.1|PACid:27152988	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH151	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.011G134300.1|PACid:27152455	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH152	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.011G141300.1|PACid:27150807	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH153	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.011G178100.1|PACid:27152339	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH154	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.011G213500.1|PACid:27150716	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
PvbHLH155	Phaseolus vulgaris	https://doi.org/10.1007/s00438-015-1095-6	Phvul.L009100.1|PACid:27164918	Pvulgaris_442_v2.1.protein.fa|v2.1|Phytozome|https://phytozome-next.jgi.doe.gov/
SbbHLH001	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH002	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH003	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH004	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH005	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH006	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH007	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH008	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH009	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH010	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH011	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH012	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH013	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH014	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH015	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH016	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH017	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH018	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH019	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH020	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH021	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH022	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH023	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH024	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH025	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH026	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH027	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH028	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH029	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH030	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH031	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH032	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH033	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH034	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH035	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH036	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH037	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH038	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH039	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH040	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH041	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH042	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH043	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH044	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH045	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH046	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH047	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH048	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH049	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH050	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH051	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH052	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH053	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH054	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH055	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH056	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH057	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH058	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH059	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH060	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH061	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH062	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH063	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH064	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH065	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH066	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH067	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH068	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH069	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH070	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH071	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH072	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH073	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH074	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH075	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH076	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH077	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH078	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH079	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH080	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH081	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH082	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH083	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH084	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH085	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH086	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH087	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH088	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH089	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH090	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH091	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH092	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH093	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH094	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH095	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH096	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH097	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH098	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH099	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH100	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH101	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH102	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH103	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH104	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH105	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH106	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH107	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH108	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH109	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH110	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH111	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH112	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH113	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH114	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH115	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH116	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH117	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH118	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH119	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH120	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH121	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH122	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH123	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH124	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH125	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH126	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH127	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH128	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH129	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH130	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH131	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH132	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH133	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH134	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH135	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH136	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH137	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH138	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH139	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH140	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH141	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH142	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH143	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH144	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH145	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH146	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH147	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH148	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH149	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH150	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH151	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH152	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH153	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH154	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH155	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH156	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH157	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH158	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH159	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH160	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH161	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH162	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH163	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH164	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH165	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH166	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH167	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH168	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH169	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH170	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH171	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH172	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH173	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SbbHLH174	Sorghum bicolor	https://doi.org/10.1186/s12864-021-07652-9	-	supplement data
SmbHLH001	Selaginella moellendorffii	https://doi.org/10.1093/molbev/msp288	-	supplement data
SmbHLH002	Selaginella moellendorffii	https://doi.org/10.1093/molbev/msp288	-	supplement data
