ShortName	Species	ReferenceName	Reference	Accession	Source
OsbHLH103	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os03g43810.1 LOC_Os03g43810	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH104	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os07g05010 LOC_Os07g05010.2	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH106	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os05g04740.2 LOC_Os05g04740	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH107	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os02g56140.1 LOC_Os02g56140	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH108	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os06g06900 LOC_Os06g06900.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH109	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os01g67480 LOC_Os01g67480.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH110	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os02g39140 LOC_Os02g39140.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH111	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os04g41229 LOC_Os04g41229.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH112	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os08g39630.1 LOC_Os08g39630	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH113	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os10g40740 LOC_Os10g40740.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH114	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os02g55250.1 LOC_Os02g55250	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH115	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os06g08500 LOC_Os06g08500.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH116	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os12g40730 LOC_Os12g40730.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH117	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os01g38610 LOC_Os01g38610.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH118	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os01g51140.1 LOC_Os01g51140	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH119	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os05g46370 LOC_Os05g46370.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH120	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os09g28210 LOC_Os09g28210.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH121	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os08g36740.1 LOC_Os08g36740	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH122	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os06g10820 LOC_Os06g10820.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH123	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os01g61480.1 LOC_Os01g61480	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH124	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os08g01700.1 LOC_Os08g01700	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH125	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os01g02110.1 LOC_Os01g02110	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH126	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os02g48060.1 LOC_Os02g48060	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH127	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os06g30090 LOC_Os06g30090.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH128	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os07g39940.1 LOC_Os07g39940	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH129	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os03g10770 LOC_Os03g10770.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH130	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os12g39850.1 LOC_Os12g39850	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH131	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os03g42100.1 LOC_Os03g42100	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH132	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os11g41640 LOC_Os11g41640.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH133	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os12g32400 LOC_Os12g32400.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH134	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os03g55550.1 LOC_Os03g55550	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH135	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os12g40590 LOC_Os12g40590.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH136	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os12g40710.1 LOC_Os12g40710	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH137	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os12g40630 LOC_Os12g40630.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH138	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os03g27390.2 LOC_Os03g27390	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH139	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os02g21090.1 LOC_Os02g21090	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH140	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os03g39432.1 LOC_Os03g39432	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH141	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os04g51070 LOC_Os04g51070.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH142	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os01g18870.1 LOC_Os01g18870	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH143	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os09g31300.1 LOC_Os09g31300	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH144	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os04g35010 LOC_Os04g35010.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH145	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os04g35000.1 LOC_Os04g35000	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH146	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os02g34320 LOC_Os02g34320.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH147	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os02g34370 LOC_Os02g34370.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH148	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os03g53020.1 LOC_Os03g53020	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH149	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os01g64560.1 LOC_Os01g64560	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH150	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os12g06330.1 LOC_Os12g06330	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH151	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os11g06010.1 LOC_Os11g06010	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH152	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os03g56950 LOC_Os03g56950.2	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH153	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os03g07540.1 LOC_Os03g07540	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH154	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os04g54900 LOC_Os04g54900.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH155	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os06g50900.1 LOC_Os06g50900	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH156	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os04g31290.1 LOC_Os04g31290	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH157	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os02g08220.1 LOC_Os02g08220	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH158	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os06g44320.1 LOC_Os06g44320	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH159	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os05g06520.1 LOC_Os05g06520	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH160	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os11g02054 LOC_Os11g02054.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH161	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os12g02020.1 LOC_Os12g02020	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH162	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os05g27090 LOC_Os05g27090.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH163	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os07g47960 LOC_Os07g47960.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH164	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os07g36460.1 LOC_Os07g36460	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH165	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os01g39580 LOC_Os01g39580.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH166	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os03g21970 LOC_Os03g21970.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH167	oryza_sativa	2006Li 2010Pau	https://doi.org/10.1104/pp.106.080580 https://doi.org/10.1104/pp.110.153593	LOC_Os09g34330.1 LOC_Os09g34330	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH168	oryza_sativa	2010Pau	https://doi.org/10.1104/pp.110.153593	LOC_Os02g54870.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH169	oryza_sativa	2010Pau	https://doi.org/10.1104/pp.110.153593	LOC_Os01g43950.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH170	oryza_sativa	2010Pau	https://doi.org/10.1104/pp.110.153593	LOC_Os02g51320.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH171	oryza_sativa	2010Pau	https://doi.org/10.1104/pp.110.153593	LOC_Os08g16030.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH172	oryza_sativa	2010Pau	https://doi.org/10.1104/pp.110.153593	LOC_Os06g12210.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH173	oryza_sativa	2010Pau	https://doi.org/10.1104/pp.110.153593	LOC_Os10g26460.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH174	oryza_sativa	2010Pau	https://doi.org/10.1104/pp.110.153593	LOC_Os10g26410.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH175	oryza_sativa	2010Pau	https://doi.org/10.1104/pp.110.153593	LOC_Os04g56500.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH176	oryza_sativa	2010Pau	https://doi.org/10.1104/pp.110.153593	LOC_Os03g19780.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH177	oryza_sativa	2010Pau	https://doi.org/10.1104/pp.110.153593	LOC_Os08g31950.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
OsbHLH178	oryza_sativa	2010Pau	https://doi.org/10.1104/pp.110.153593	LOC_Os07g48900.1	all.pep|7.0|Rice Genome Annotation Project|http://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/pseudomolecules/
PDK-30s1001281g002	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1007061g002	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1008141g001	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1009141g004	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1012891g001	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1026291g001	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1030181g010	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1034021g002	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1038011g001	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1042771g006	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1050941g001	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1052321g004	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1060091g001	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1062821g001	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1065481g001	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1075261g004	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1077681g001	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1082161g001	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1085741g001	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1086881g001	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1089221g008	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1089541g005	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1089941g001	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1094891g003	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1097831g002	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1098031g002	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1103751g030	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1116821g001	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1122501g011	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
PDK-30s1135241g002	phoenix_dactylifera	PlantTFDB	-	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
